[INFO] 2024-04-25 12:00:00.192 +0800 o.a.d.a.s.i.LoggerServiceImpl:[189] - Query task instance log, taskInstanceId:1716, taskInstanceName:test, host: 172.18.0.10:5678, logPath:/opt/dolphinscheduler/logs/20240425/13386933585344/5/641/1716.log
[INFO] 2024-04-25 12:06:24.113 +0800 o.a.d.a.s.i.LoggerServiceImpl:[189] - Query task instance log, taskInstanceId:1716, taskInstanceName:test, host: 172.18.0.10:5678, logPath:/opt/dolphinscheduler/logs/20240425/13386933585344/5/641/1716.log
[INFO] 2024-04-25 12:06:24.136 +0800 o.a.d.a.s.i.LoggerServiceImpl:[189] - Query task instance log, taskInstanceId:1716, taskInstanceName:test, host: 172.18.0.10:5678, logPath:/opt/dolphinscheduler/logs/20240425/13386933585344/5/641/1716.log
[INFO] 2024-04-25 12:06:24.160 +0800 o.a.d.a.s.i.LoggerServiceImpl:[189] - Query task instance log, taskInstanceId:1716, taskInstanceName:test, host: 172.18.0.10:5678, logPath:/opt/dolphinscheduler/logs/20240425/13386933585344/5/641/1716.log
[INFO] 2024-04-25 12:06:24.193 +0800 o.a.d.a.s.i.LoggerServiceImpl:[189] - Query task instance log, taskInstanceId:1716, taskInstanceName:test, host: 172.18.0.10:5678, logPath:/opt/dolphinscheduler/logs/20240425/13386933585344/5/641/1716.log
[INFO] 2024-04-25 12:06:24.221 +0800 o.a.d.a.s.i.LoggerServiceImpl:[189] - Query task instance log, taskInstanceId:1716, taskInstanceName:test, host: 172.18.0.10:5678, logPath:/opt/dolphinscheduler/logs/20240425/13386933585344/5/641/1716.log
[INFO] 2024-04-25 12:06:24.247 +0800 o.a.d.a.s.i.LoggerServiceImpl:[189] - Query task instance log, taskInstanceId:1716, taskInstanceName:test, host: 172.18.0.10:5678, logPath:/opt/dolphinscheduler/logs/20240425/13386933585344/5/641/1716.log
[INFO] 2024-04-25 12:06:24.277 +0800 o.a.d.a.s.i.LoggerServiceImpl:[189] - Query task instance log, taskInstanceId:1716, taskInstanceName:test, host: 172.18.0.10:5678, logPath:/opt/dolphinscheduler/logs/20240425/13386933585344/5/641/1716.log
[INFO] 2024-04-25 12:06:24.304 +0800 o.a.d.a.s.i.LoggerServiceImpl:[189] - Query task instance log, taskInstanceId:1716, taskInstanceName:test, host: 172.18.0.10:5678, logPath:/opt/dolphinscheduler/logs/20240425/13386933585344/5/641/1716.log
[INFO] 2024-04-25 12:06:24.338 +0800 o.a.d.a.s.i.LoggerServiceImpl:[189] - Query task instance log, taskInstanceId:1716, taskInstanceName:test, host: 172.18.0.10:5678, logPath:/opt/dolphinscheduler/logs/20240425/13386933585344/5/641/1716.log
[INFO] 2024-04-25 12:06:24.360 +0800 o.a.d.a.s.i.LoggerServiceImpl:[189] - Query task instance log, taskInstanceId:1716, taskInstanceName:test, host: 172.18.0.10:5678, logPath:/opt/dolphinscheduler/logs/20240425/13386933585344/5/641/1716.log
[INFO] 2024-04-25 12:06:24.385 +0800 o.a.d.a.s.i.LoggerServiceImpl:[189] - Query task instance log, taskInstanceId:1716, taskInstanceName:test, host: 172.18.0.10:5678, logPath:/opt/dolphinscheduler/logs/20240425/13386933585344/5/641/1716.log
[INFO] 2024-04-25 12:06:24.404 +0800 o.a.d.a.s.i.LoggerServiceImpl:[189] - Query task instance log, taskInstanceId:1716, taskInstanceName:test, host: 172.18.0.10:5678, logPath:/opt/dolphinscheduler/logs/20240425/13386933585344/5/641/1716.log
[INFO] 2024-04-25 12:06:24.426 +0800 o.a.d.a.s.i.LoggerServiceImpl:[189] - Query task instance log, taskInstanceId:1716, taskInstanceName:test, host: 172.18.0.10:5678, logPath:/opt/dolphinscheduler/logs/20240425/13386933585344/5/641/1716.log
[INFO] 2024-04-25 12:06:24.451 +0800 o.a.d.a.s.i.LoggerServiceImpl:[189] - Query task instance log, taskInstanceId:1716, taskInstanceName:test, host: 172.18.0.10:5678, logPath:/opt/dolphinscheduler/logs/20240425/13386933585344/5/641/1716.log
[INFO] 2024-04-25 12:06:24.479 +0800 o.a.d.a.s.i.LoggerServiceImpl:[189] - Query task instance log, taskInstanceId:1716, taskInstanceName:test, host: 172.18.0.10:5678, logPath:/opt/dolphinscheduler/logs/20240425/13386933585344/5/641/1716.log
[INFO] 2024-04-25 12:06:24.500 +0800 o.a.d.a.s.i.LoggerServiceImpl:[189] - Query task instance log, taskInstanceId:1716, taskInstanceName:test, host: 172.18.0.10:5678, logPath:/opt/dolphinscheduler/logs/20240425/13386933585344/5/641/1716.log
[INFO] 2024-04-25 12:06:24.536 +0800 o.a.d.a.s.i.LoggerServiceImpl:[189] - Query task instance log, taskInstanceId:1716, taskInstanceName:test, host: 172.18.0.10:5678, logPath:/opt/dolphinscheduler/logs/20240425/13386933585344/5/641/1716.log
[INFO] 2024-04-25 12:06:24.581 +0800 o.a.d.a.s.i.LoggerServiceImpl:[189] - Query task instance log, taskInstanceId:1716, taskInstanceName:test, host: 172.18.0.10:5678, logPath:/opt/dolphinscheduler/logs/20240425/13386933585344/5/641/1716.log
[INFO] 2024-04-25 12:06:24.605 +0800 o.a.d.a.s.i.LoggerServiceImpl:[189] - Query task instance log, taskInstanceId:1716, taskInstanceName:test, host: 172.18.0.10:5678, logPath:/opt/dolphinscheduler/logs/20240425/13386933585344/5/641/1716.log
[INFO] 2024-04-25 12:06:24.636 +0800 o.a.d.a.s.i.LoggerServiceImpl:[189] - Query task instance log, taskInstanceId:1716, taskInstanceName:test, host: 172.18.0.10:5678, logPath:/opt/dolphinscheduler/logs/20240425/13386933585344/5/641/1716.log
[INFO] 2024-04-25 12:06:24.663 +0800 o.a.d.a.s.i.LoggerServiceImpl:[189] - Query task instance log, taskInstanceId:1716, taskInstanceName:test, host: 172.18.0.10:5678, logPath:/opt/dolphinscheduler/logs/20240425/13386933585344/5/641/1716.log
[INFO] 2024-04-25 12:06:24.686 +0800 o.a.d.a.s.i.LoggerServiceImpl:[189] - Query task instance log, taskInstanceId:1716, taskInstanceName:test, host: 172.18.0.10:5678, logPath:/opt/dolphinscheduler/logs/20240425/13386933585344/5/641/1716.log
[INFO] 2024-04-25 12:06:24.706 +0800 o.a.d.a.s.i.LoggerServiceImpl:[189] - Query task instance log, taskInstanceId:1716, taskInstanceName:test, host: 172.18.0.10:5678, logPath:/opt/dolphinscheduler/logs/20240425/13386933585344/5/641/1716.log
[INFO] 2024-04-25 12:06:24.735 +0800 o.a.d.a.s.i.LoggerServiceImpl:[189] - Query task instance log, taskInstanceId:1716, taskInstanceName:test, host: 172.18.0.10:5678, logPath:/opt/dolphinscheduler/logs/20240425/13386933585344/5/641/1716.log
[INFO] 2024-04-25 12:06:24.762 +0800 o.a.d.a.s.i.LoggerServiceImpl:[189] - Query task instance log, taskInstanceId:1716, taskInstanceName:test, host: 172.18.0.10:5678, logPath:/opt/dolphinscheduler/logs/20240425/13386933585344/5/641/1716.log
[INFO] 2024-04-25 12:06:24.805 +0800 o.a.d.a.s.i.LoggerServiceImpl:[189] - Query task instance log, taskInstanceId:1716, taskInstanceName:test, host: 172.18.0.10:5678, logPath:/opt/dolphinscheduler/logs/20240425/13386933585344/5/641/1716.log
[INFO] 2024-04-25 12:06:24.829 +0800 o.a.d.a.s.i.LoggerServiceImpl:[189] - Query task instance log, taskInstanceId:1716, taskInstanceName:test, host: 172.18.0.10:5678, logPath:/opt/dolphinscheduler/logs/20240425/13386933585344/5/641/1716.log
[INFO] 2024-04-25 12:06:24.853 +0800 o.a.d.a.s.i.LoggerServiceImpl:[189] - Query task instance log, taskInstanceId:1716, taskInstanceName:test, host: 172.18.0.10:5678, logPath:/opt/dolphinscheduler/logs/20240425/13386933585344/5/641/1716.log
[INFO] 2024-04-25 12:06:24.876 +0800 o.a.d.a.s.i.LoggerServiceImpl:[189] - Query task instance log, taskInstanceId:1716, taskInstanceName:test, host: 172.18.0.10:5678, logPath:/opt/dolphinscheduler/logs/20240425/13386933585344/5/641/1716.log
[INFO] 2024-04-25 12:06:24.912 +0800 o.a.d.a.s.i.LoggerServiceImpl:[189] - Query task instance log, taskInstanceId:1716, taskInstanceName:test, host: 172.18.0.10:5678, logPath:/opt/dolphinscheduler/logs/20240425/13386933585344/5/641/1716.log
[INFO] 2024-04-25 12:06:24.937 +0800 o.a.d.a.s.i.LoggerServiceImpl:[189] - Query task instance log, taskInstanceId:1716, taskInstanceName:test, host: 172.18.0.10:5678, logPath:/opt/dolphinscheduler/logs/20240425/13386933585344/5/641/1716.log
[INFO] 2024-04-25 12:06:24.969 +0800 o.a.d.a.s.i.LoggerServiceImpl:[189] - Query task instance log, taskInstanceId:1716, taskInstanceName:test, host: 172.18.0.10:5678, logPath:/opt/dolphinscheduler/logs/20240425/13386933585344/5/641/1716.log
[INFO] 2024-04-25 12:06:25.021 +0800 o.a.d.a.s.i.LoggerServiceImpl:[189] - Query task instance log, taskInstanceId:1716, taskInstanceName:test, host: 172.18.0.10:5678, logPath:/opt/dolphinscheduler/logs/20240425/13386933585344/5/641/1716.log
[INFO] 2024-04-25 12:06:25.201 +0800 o.a.d.a.s.i.LoggerServiceImpl:[189] - Query task instance log, taskInstanceId:1716, taskInstanceName:test, host: 172.18.0.10:5678, logPath:/opt/dolphinscheduler/logs/20240425/13386933585344/5/641/1716.log
[INFO] 2024-04-25 12:06:25.451 +0800 o.a.d.a.s.i.LoggerServiceImpl:[189] - Query task instance log, taskInstanceId:1716, taskInstanceName:test, host: 172.18.0.10:5678, logPath:/opt/dolphinscheduler/logs/20240425/13386933585344/5/641/1716.log
[INFO] 2024-04-25 12:06:27.382 +0800 o.a.d.a.s.i.LoggerServiceImpl:[189] - Query task instance log, taskInstanceId:1716, taskInstanceName:test, host: 172.18.0.10:5678, logPath:/opt/dolphinscheduler/logs/20240425/13386933585344/5/641/1716.log
[INFO] 2024-04-25 12:06:29.035 +0800 o.a.d.a.s.i.LoggerServiceImpl:[189] - Query task instance log, taskInstanceId:1716, taskInstanceName:test, host: 172.18.0.10:5678, logPath:/opt/dolphinscheduler/logs/20240425/13386933585344/5/641/1716.log
[INFO] 2024-04-25 12:06:30.118 +0800 o.a.d.a.s.i.LoggerServiceImpl:[189] - Query task instance log, taskInstanceId:1716, taskInstanceName:test, host: 172.18.0.10:5678, logPath:/opt/dolphinscheduler/logs/20240425/13386933585344/5/641/1716.log
[INFO] 2024-04-25 12:06:30.443 +0800 o.a.d.a.s.i.LoggerServiceImpl:[189] - Query task instance log, taskInstanceId:1727, taskInstanceName:read kafka, host: 172.18.1.1:1234, logPath:/opt/dolphinscheduler/logs/20240425/13386218435520/4/649/1727.log
[INFO] 2024-04-25 12:06:30.500 +0800 o.a.d.a.s.i.LoggerServiceImpl:[189] - Query task instance log, taskInstanceId:1727, taskInstanceName:read kafka, host: 172.18.1.1:1234, logPath:/opt/dolphinscheduler/logs/20240425/13386218435520/4/649/1727.log
[INFO] 2024-04-25 12:06:31.130 +0800 o.a.d.a.s.i.LoggerServiceImpl:[189] - Query task instance log, taskInstanceId:1716, taskInstanceName:test, host: 172.18.0.10:5678, logPath:/opt/dolphinscheduler/logs/20240425/13386933585344/5/641/1716.log
[INFO] 2024-04-25 12:06:35.848 +0800 o.a.d.a.s.i.LoggerServiceImpl:[189] - Query task instance log, taskInstanceId:1716, taskInstanceName:test, host: 172.18.0.10:5678, logPath:/opt/dolphinscheduler/logs/20240425/13386933585344/5/641/1716.log
[INFO] 2024-04-25 12:06:38.014 +0800 o.a.d.a.s.i.LoggerServiceImpl:[189] - Query task instance log, taskInstanceId:1716, taskInstanceName:test, host: 172.18.0.10:5678, logPath:/opt/dolphinscheduler/logs/20240425/13386933585344/5/641/1716.log
[INFO] 2024-04-25 12:06:39.038 +0800 o.a.d.a.s.i.LoggerServiceImpl:[189] - Query task instance log, taskInstanceId:1716, taskInstanceName:test, host: 172.18.0.10:5678, logPath:/opt/dolphinscheduler/logs/20240425/13386933585344/5/641/1716.log
[INFO] 2024-04-25 12:06:40.109 +0800 o.a.d.a.s.i.LoggerServiceImpl:[189] - Query task instance log, taskInstanceId:1716, taskInstanceName:test, host: 172.18.0.10:5678, logPath:/opt/dolphinscheduler/logs/20240425/13386933585344/5/641/1716.log
[INFO] 2024-04-25 12:06:45.325 +0800 o.a.d.a.s.i.LoggerServiceImpl:[189] - Query task instance log, taskInstanceId:1716, taskInstanceName:test, host: 172.18.0.10:5678, logPath:/opt/dolphinscheduler/logs/20240425/13386933585344/5/641/1716.log
[INFO] 2024-04-25 12:06:46.352 +0800 o.a.d.a.s.i.LoggerServiceImpl:[189] - Query task instance log, taskInstanceId:1716, taskInstanceName:test, host: 172.18.0.10:5678, logPath:/opt/dolphinscheduler/logs/20240425/13386933585344/5/641/1716.log
[INFO] 2024-04-25 12:06:47.376 +0800 o.a.d.a.s.i.LoggerServiceImpl:[189] - Query task instance log, taskInstanceId:1716, taskInstanceName:test, host: 172.18.0.10:5678, logPath:/opt/dolphinscheduler/logs/20240425/13386933585344/5/641/1716.log
[INFO] 2024-04-25 12:06:48.646 +0800 o.a.d.a.s.i.LoggerServiceImpl:[189] - Query task instance log, taskInstanceId:1716, taskInstanceName:test, host: 172.18.0.10:5678, logPath:/opt/dolphinscheduler/logs/20240425/13386933585344/5/641/1716.log
[INFO] 2024-04-25 12:06:48.735 +0800 o.a.d.a.s.i.LoggerServiceImpl:[189] - Query task instance log, taskInstanceId:1716, taskInstanceName:test, host: 172.18.0.10:5678, logPath:/opt/dolphinscheduler/logs/20240425/13386933585344/5/641/1716.log
[INFO] 2024-04-25 12:06:48.764 +0800 o.a.d.a.s.i.LoggerServiceImpl:[189] - Query task instance log, taskInstanceId:1716, taskInstanceName:test, host: 172.18.0.10:5678, logPath:/opt/dolphinscheduler/logs/20240425/13386933585344/5/641/1716.log
[INFO] 2024-04-25 12:06:48.793 +0800 o.a.d.a.s.i.LoggerServiceImpl:[189] - Query task instance log, taskInstanceId:1716, taskInstanceName:test, host: 172.18.0.10:5678, logPath:/opt/dolphinscheduler/logs/20240425/13386933585344/5/641/1716.log
[INFO] 2024-04-25 12:06:48.809 +0800 o.a.d.a.s.i.LoggerServiceImpl:[189] - Query task instance log, taskInstanceId:1716, taskInstanceName:test, host: 172.18.0.10:5678, logPath:/opt/dolphinscheduler/logs/20240425/13386933585344/5/641/1716.log
[INFO] 2024-04-25 12:06:48.836 +0800 o.a.d.a.s.i.LoggerServiceImpl:[189] - Query task instance log, taskInstanceId:1716, taskInstanceName:test, host: 172.18.0.10:5678, logPath:/opt/dolphinscheduler/logs/20240425/13386933585344/5/641/1716.log
[INFO] 2024-04-25 12:06:48.852 +0800 o.a.d.a.s.i.LoggerServiceImpl:[189] - Query task instance log, taskInstanceId:1716, taskInstanceName:test, host: 172.18.0.10:5678, logPath:/opt/dolphinscheduler/logs/20240425/13386933585344/5/641/1716.log
[INFO] 2024-04-25 12:06:48.868 +0800 o.a.d.a.s.i.LoggerServiceImpl:[189] - Query task instance log, taskInstanceId:1716, taskInstanceName:test, host: 172.18.0.10:5678, logPath:/opt/dolphinscheduler/logs/20240425/13386933585344/5/641/1716.log
[INFO] 2024-04-25 12:06:48.884 +0800 o.a.d.a.s.i.LoggerServiceImpl:[189] - Query task instance log, taskInstanceId:1716, taskInstanceName:test, host: 172.18.0.10:5678, logPath:/opt/dolphinscheduler/logs/20240425/13386933585344/5/641/1716.log
[INFO] 2024-04-25 12:06:48.901 +0800 o.a.d.a.s.i.LoggerServiceImpl:[189] - Query task instance log, taskInstanceId:1716, taskInstanceName:test, host: 172.18.0.10:5678, logPath:/opt/dolphinscheduler/logs/20240425/13386933585344/5/641/1716.log
[INFO] 2024-04-25 12:06:48.920 +0800 o.a.d.a.s.i.LoggerServiceImpl:[189] - Query task instance log, taskInstanceId:1716, taskInstanceName:test, host: 172.18.0.10:5678, logPath:/opt/dolphinscheduler/logs/20240425/13386933585344/5/641/1716.log
[INFO] 2024-04-25 12:06:48.934 +0800 o.a.d.a.s.i.LoggerServiceImpl:[189] - Query task instance log, taskInstanceId:1716, taskInstanceName:test, host: 172.18.0.10:5678, logPath:/opt/dolphinscheduler/logs/20240425/13386933585344/5/641/1716.log
[INFO] 2024-04-25 12:06:48.956 +0800 o.a.d.a.s.i.LoggerServiceImpl:[189] - Query task instance log, taskInstanceId:1716, taskInstanceName:test, host: 172.18.0.10:5678, logPath:/opt/dolphinscheduler/logs/20240425/13386933585344/5/641/1716.log
[INFO] 2024-04-25 12:06:48.969 +0800 o.a.d.a.s.i.LoggerServiceImpl:[189] - Query task instance log, taskInstanceId:1716, taskInstanceName:test, host: 172.18.0.10:5678, logPath:/opt/dolphinscheduler/logs/20240425/13386933585344/5/641/1716.log
[INFO] 2024-04-25 12:06:48.986 +0800 o.a.d.a.s.i.LoggerServiceImpl:[189] - Query task instance log, taskInstanceId:1716, taskInstanceName:test, host: 172.18.0.10:5678, logPath:/opt/dolphinscheduler/logs/20240425/13386933585344/5/641/1716.log
[INFO] 2024-04-25 12:06:49.002 +0800 o.a.d.a.s.i.LoggerServiceImpl:[189] - Query task instance log, taskInstanceId:1716, taskInstanceName:test, host: 172.18.0.10:5678, logPath:/opt/dolphinscheduler/logs/20240425/13386933585344/5/641/1716.log
[INFO] 2024-04-25 12:06:49.021 +0800 o.a.d.a.s.i.LoggerServiceImpl:[189] - Query task instance log, taskInstanceId:1716, taskInstanceName:test, host: 172.18.0.10:5678, logPath:/opt/dolphinscheduler/logs/20240425/13386933585344/5/641/1716.log
[INFO] 2024-04-25 12:06:49.045 +0800 o.a.d.a.s.i.LoggerServiceImpl:[189] - Query task instance log, taskInstanceId:1716, taskInstanceName:test, host: 172.18.0.10:5678, logPath:/opt/dolphinscheduler/logs/20240425/13386933585344/5/641/1716.log
[INFO] 2024-04-25 12:06:49.062 +0800 o.a.d.a.s.i.LoggerServiceImpl:[189] - Query task instance log, taskInstanceId:1716, taskInstanceName:test, host: 172.18.0.10:5678, logPath:/opt/dolphinscheduler/logs/20240425/13386933585344/5/641/1716.log
[INFO] 2024-04-25 12:06:49.077 +0800 o.a.d.a.s.i.LoggerServiceImpl:[189] - Query task instance log, taskInstanceId:1716, taskInstanceName:test, host: 172.18.0.10:5678, logPath:/opt/dolphinscheduler/logs/20240425/13386933585344/5/641/1716.log
[INFO] 2024-04-25 12:06:49.093 +0800 o.a.d.a.s.i.LoggerServiceImpl:[189] - Query task instance log, taskInstanceId:1716, taskInstanceName:test, host: 172.18.0.10:5678, logPath:/opt/dolphinscheduler/logs/20240425/13386933585344/5/641/1716.log
[INFO] 2024-04-25 12:06:49.111 +0800 o.a.d.a.s.i.LoggerServiceImpl:[189] - Query task instance log, taskInstanceId:1716, taskInstanceName:test, host: 172.18.0.10:5678, logPath:/opt/dolphinscheduler/logs/20240425/13386933585344/5/641/1716.log
[INFO] 2024-04-25 12:06:49.132 +0800 o.a.d.a.s.i.LoggerServiceImpl:[189] - Query task instance log, taskInstanceId:1716, taskInstanceName:test, host: 172.18.0.10:5678, logPath:/opt/dolphinscheduler/logs/20240425/13386933585344/5/641/1716.log
[INFO] 2024-04-25 12:06:49.157 +0800 o.a.d.a.s.i.LoggerServiceImpl:[189] - Query task instance log, taskInstanceId:1716, taskInstanceName:test, host: 172.18.0.10:5678, logPath:/opt/dolphinscheduler/logs/20240425/13386933585344/5/641/1716.log
[INFO] 2024-04-25 12:06:49.177 +0800 o.a.d.a.s.i.LoggerServiceImpl:[189] - Query task instance log, taskInstanceId:1716, taskInstanceName:test, host: 172.18.0.10:5678, logPath:/opt/dolphinscheduler/logs/20240425/13386933585344/5/641/1716.log
[INFO] 2024-04-25 12:06:49.192 +0800 o.a.d.a.s.i.LoggerServiceImpl:[189] - Query task instance log, taskInstanceId:1716, taskInstanceName:test, host: 172.18.0.10:5678, logPath:/opt/dolphinscheduler/logs/20240425/13386933585344/5/641/1716.log
[INFO] 2024-04-25 12:06:49.207 +0800 o.a.d.a.s.i.LoggerServiceImpl:[189] - Query task instance log, taskInstanceId:1716, taskInstanceName:test, host: 172.18.0.10:5678, logPath:/opt/dolphinscheduler/logs/20240425/13386933585344/5/641/1716.log
[INFO] 2024-04-25 12:06:49.229 +0800 o.a.d.a.s.i.LoggerServiceImpl:[189] - Query task instance log, taskInstanceId:1716, taskInstanceName:test, host: 172.18.0.10:5678, logPath:/opt/dolphinscheduler/logs/20240425/13386933585344/5/641/1716.log
[INFO] 2024-04-25 12:06:49.245 +0800 o.a.d.a.s.i.LoggerServiceImpl:[189] - Query task instance log, taskInstanceId:1716, taskInstanceName:test, host: 172.18.0.10:5678, logPath:/opt/dolphinscheduler/logs/20240425/13386933585344/5/641/1716.log
[INFO] 2024-04-25 12:06:49.267 +0800 o.a.d.a.s.i.LoggerServiceImpl:[189] - Query task instance log, taskInstanceId:1716, taskInstanceName:test, host: 172.18.0.10:5678, logPath:/opt/dolphinscheduler/logs/20240425/13386933585344/5/641/1716.log
[INFO] 2024-04-25 12:06:49.291 +0800 o.a.d.a.s.i.LoggerServiceImpl:[189] - Query task instance log, taskInstanceId:1716, taskInstanceName:test, host: 172.18.0.10:5678, logPath:/opt/dolphinscheduler/logs/20240425/13386933585344/5/641/1716.log
[INFO] 2024-04-25 12:06:49.327 +0800 o.a.d.a.s.i.LoggerServiceImpl:[189] - Query task instance log, taskInstanceId:1716, taskInstanceName:test, host: 172.18.0.10:5678, logPath:/opt/dolphinscheduler/logs/20240425/13386933585344/5/641/1716.log
[INFO] 2024-04-25 12:06:49.379 +0800 o.a.d.a.s.i.LoggerServiceImpl:[189] - Query task instance log, taskInstanceId:1716, taskInstanceName:test, host: 172.18.0.10:5678, logPath:/opt/dolphinscheduler/logs/20240425/13386933585344/5/641/1716.log
[INFO] 2024-04-25 12:06:49.452 +0800 o.a.d.a.s.i.LoggerServiceImpl:[189] - Query task instance log, taskInstanceId:1716, taskInstanceName:test, host: 172.18.0.10:5678, logPath:/opt/dolphinscheduler/logs/20240425/13386933585344/5/641/1716.log
[INFO] 2024-04-25 12:06:49.502 +0800 o.a.d.a.s.i.LoggerServiceImpl:[189] - Query task instance log, taskInstanceId:1716, taskInstanceName:test, host: 172.18.0.10:5678, logPath:/opt/dolphinscheduler/logs/20240425/13386933585344/5/641/1716.log
[INFO] 2024-04-25 12:06:49.580 +0800 o.a.d.a.s.i.LoggerServiceImpl:[189] - Query task instance log, taskInstanceId:1716, taskInstanceName:test, host: 172.18.0.10:5678, logPath:/opt/dolphinscheduler/logs/20240425/13386933585344/5/641/1716.log
[INFO] 2024-04-25 12:06:49.682 +0800 o.a.d.a.s.i.LoggerServiceImpl:[189] - Query task instance log, taskInstanceId:1716, taskInstanceName:test, host: 172.18.0.10:5678, logPath:/opt/dolphinscheduler/logs/20240425/13386933585344/5/641/1716.log
[INFO] 2024-04-25 12:06:49.737 +0800 o.a.d.a.s.i.LoggerServiceImpl:[189] - Query task instance log, taskInstanceId:1716, taskInstanceName:test, host: 172.18.0.10:5678, logPath:/opt/dolphinscheduler/logs/20240425/13386933585344/5/641/1716.log
[INFO] 2024-04-25 12:06:49.770 +0800 o.a.d.a.s.i.LoggerServiceImpl:[189] - Query task instance log, taskInstanceId:1716, taskInstanceName:test, host: 172.18.0.10:5678, logPath:/opt/dolphinscheduler/logs/20240425/13386933585344/5/641/1716.log
[INFO] 2024-04-25 12:06:49.789 +0800 o.a.d.a.s.i.LoggerServiceImpl:[189] - Query task instance log, taskInstanceId:1716, taskInstanceName:test, host: 172.18.0.10:5678, logPath:/opt/dolphinscheduler/logs/20240425/13386933585344/5/641/1716.log
[INFO] 2024-04-25 12:06:49.809 +0800 o.a.d.a.s.i.LoggerServiceImpl:[189] - Query task instance log, taskInstanceId:1716, taskInstanceName:test, host: 172.18.0.10:5678, logPath:/opt/dolphinscheduler/logs/20240425/13386933585344/5/641/1716.log
[INFO] 2024-04-25 12:06:49.827 +0800 o.a.d.a.s.i.LoggerServiceImpl:[189] - Query task instance log, taskInstanceId:1716, taskInstanceName:test, host: 172.18.0.10:5678, logPath:/opt/dolphinscheduler/logs/20240425/13386933585344/5/641/1716.log
[INFO] 2024-04-25 12:06:49.851 +0800 o.a.d.a.s.i.LoggerServiceImpl:[189] - Query task instance log, taskInstanceId:1716, taskInstanceName:test, host: 172.18.0.10:5678, logPath:/opt/dolphinscheduler/logs/20240425/13386933585344/5/641/1716.log
[INFO] 2024-04-25 12:06:49.868 +0800 o.a.d.a.s.i.LoggerServiceImpl:[189] - Query task instance log, taskInstanceId:1716, taskInstanceName:test, host: 172.18.0.10:5678, logPath:/opt/dolphinscheduler/logs/20240425/13386933585344/5/641/1716.log
[INFO] 2024-04-25 12:06:49.885 +0800 o.a.d.a.s.i.LoggerServiceImpl:[189] - Query task instance log, taskInstanceId:1716, taskInstanceName:test, host: 172.18.0.10:5678, logPath:/opt/dolphinscheduler/logs/20240425/13386933585344/5/641/1716.log
[INFO] 2024-04-25 12:06:49.903 +0800 o.a.d.a.s.i.LoggerServiceImpl:[189] - Query task instance log, taskInstanceId:1716, taskInstanceName:test, host: 172.18.0.10:5678, logPath:/opt/dolphinscheduler/logs/20240425/13386933585344/5/641/1716.log
[INFO] 2024-04-25 12:06:49.921 +0800 o.a.d.a.s.i.LoggerServiceImpl:[189] - Query task instance log, taskInstanceId:1716, taskInstanceName:test, host: 172.18.0.10:5678, logPath:/opt/dolphinscheduler/logs/20240425/13386933585344/5/641/1716.log
[INFO] 2024-04-25 12:06:49.946 +0800 o.a.d.a.s.i.LoggerServiceImpl:[189] - Query task instance log, taskInstanceId:1716, taskInstanceName:test, host: 172.18.0.10:5678, logPath:/opt/dolphinscheduler/logs/20240425/13386933585344/5/641/1716.log
[INFO] 2024-04-25 12:06:49.965 +0800 o.a.d.a.s.i.LoggerServiceImpl:[189] - Query task instance log, taskInstanceId:1716, taskInstanceName:test, host: 172.18.0.10:5678, logPath:/opt/dolphinscheduler/logs/20240425/13386933585344/5/641/1716.log
[INFO] 2024-04-25 12:06:49.980 +0800 o.a.d.a.s.i.LoggerServiceImpl:[189] - Query task instance log, taskInstanceId:1716, taskInstanceName:test, host: 172.18.0.10:5678, logPath:/opt/dolphinscheduler/logs/20240425/13386933585344/5/641/1716.log
[INFO] 2024-04-25 12:06:49.996 +0800 o.a.d.a.s.i.LoggerServiceImpl:[189] - Query task instance log, taskInstanceId:1716, taskInstanceName:test, host: 172.18.0.10:5678, logPath:/opt/dolphinscheduler/logs/20240425/13386933585344/5/641/1716.log
[INFO] 2024-04-25 12:06:50.013 +0800 o.a.d.a.s.i.LoggerServiceImpl:[189] - Query task instance log, taskInstanceId:1716, taskInstanceName:test, host: 172.18.0.10:5678, logPath:/opt/dolphinscheduler/logs/20240425/13386933585344/5/641/1716.log
[INFO] 2024-04-25 12:06:50.028 +0800 o.a.d.a.s.i.LoggerServiceImpl:[189] - Query task instance log, taskInstanceId:1716, taskInstanceName:test, host: 172.18.0.10:5678, logPath:/opt/dolphinscheduler/logs/20240425/13386933585344/5/641/1716.log
[INFO] 2024-04-25 12:06:50.044 +0800 o.a.d.a.s.i.LoggerServiceImpl:[189] - Query task instance log, taskInstanceId:1716, taskInstanceName:test, host: 172.18.0.10:5678, logPath:/opt/dolphinscheduler/logs/20240425/13386933585344/5/641/1716.log
[INFO] 2024-04-25 12:06:50.059 +0800 o.a.d.a.s.i.LoggerServiceImpl:[189] - Query task instance log, taskInstanceId:1716, taskInstanceName:test, host: 172.18.0.10:5678, logPath:/opt/dolphinscheduler/logs/20240425/13386933585344/5/641/1716.log
[INFO] 2024-04-25 12:06:50.077 +0800 o.a.d.a.s.i.LoggerServiceImpl:[189] - Query task instance log, taskInstanceId:1716, taskInstanceName:test, host: 172.18.0.10:5678, logPath:/opt/dolphinscheduler/logs/20240425/13386933585344/5/641/1716.log
